id,preco
13518783164498355150900635905895481162,166926.66
299896161723793383246777788797566040330,250162.94
316180649972302128246133616457018378621,294589.5
222527157104148385909188217274642813298,112212.66
160460343059850745858546502614838368036,204697.73
262727202368986244371977784343233436999,136241.97
254093764205800086330999281077926851120,212412.25
26118184613036116787803832945215674478,183827.84
216524630140335566712794225427064313,127373.45
185631381169816366226494379020452029389,287803.66
193325654448132563278364141820152041311,236422.4
238917637717691361625086479663492481749,208701.61
55430829679256880238551444522175018156,207065.5
215317645068876070368783807654911699750,159199.17
81597227204971961501733390453078413740,181880.06
144896666825908872755051834814298387194,258630.19
184599608599423525451999366981389806783,262944.5
332523842755767369964829329030378044388,147381.95
115343777354602647202140618045743635008,262241.6
20757170217235469489036110086071917277,179524.12
185526399598537813925895625787601650168,179152.58
60658042813489826886245400795986219027,183821.72
252469656136469704862465423825396909961,270072.84
144289133420257677937750963126363910239,70217.445
286704706212186527658783613441315754259,115197.73
104788498292328609834480593297039083847,219999.9
83091551517048057678460117003997132666,283307.4
253819240599250454081144283787356606601,300787.62
47552100267769170589122325402191982347,183398.98
143932540867090135955180920741784357244,160060.33
196345985565471044954698780677909306202,193862.94
244792708737468723430839923035345593106,281084.66
84589940414664494482357035061818012137,174747.0
272199586960887794853261858460695880945,372720.12
49959439507026713714422386346459644032,173270.97
281026519311657672970881937258693325762,302285.75
93074564150014753673961081882123830374,256679.88
26728401390792884431172378844166640182,355273.34
188211565885838356078706489204052877949,158721.77
72487946181948797581370306862646034491,98738.266
228864048115975611203958077134700148633,122309.62
112454259487642510247400972640243226784,278782.38
222663295482952330188872827964862490542,157421.55
174300102534868734265445704595501072047,103762.28
65616068149477861830943576277231644996,242293.81
12512429268260634755522419284910697215,437997.7
336344009530167442733355949279054127993,122833.016
79522286518792634854353998912967788405,155068.97
82689802293775881487902613650793199776,188389.61
145087209205382180995284342956932775590,139296.9
148379644220249469735831915363404593938,81579.23
81783415914068556337040372580510327746,224116.64
17392005129747944984443660408573750669,224351.84
221003909581330971303914733428302885356,222838.22
32270994133870633595828638411924379558,120675.03
44743423162474884539743903954385097896,306186.88
256739781367016694034266877805520625472,238604.22
102069821313289958956134954896763391138,198691.55
295239204594155572903470420706758961711,112091.23
217043924033496343963491521400562422856,258626.14
230630223901851276472648163541398202700,199618.73
228794583325189840821498523768389390979,249100.75
226883211751919793077312253417502568887,92618.56
178727794896076301413017290746899811351,120927.21
233324434070255280697734700180958891999,169955.66
120196782885257163651164953359063822616,270484.5
307587965035124177469706843302286678852,102955.766
147918433942232310306879997092064646229,78703.65
322862357217576382174561616320866894896,307276.12
239523402888574028389406143855331971634,289901.94
113509983214540261664688743850173663995,127888.39
109891169875096641331353504149265117244,182383.42
14047284765259674200352849951505593080,238274.73
185048785858081984334746723407963750558,254497.31
233408161489868303803711823496315975517,140245.1
271868823659695867806389462405507434039,311871.5
234266752075173490649523075655294035700,77210.734
135193714861901808768224625797727405125,204305.16
65383514239248595231552479759479421653,116138.56
763500554236946546082152173974002095,223204.55
263071556455718053803505933844459615897,93394.36
251187863725990533753089128740859478739,125526.695
254288424794027625207128200628830798586,222541.8
286319605986498380547161295324785273852,203142.36
18156444762146185587945140921021289232,179694.89
132399590521100913284690334248594447552,222517.2
103484450878268999171337512911053865440,135248.14
3912270241651523146374566983699340012,311874.28
289442719100949424990356122406061188257,206905.06
78107569099680024366542029001316825040,159468.1
